loanID,loanPerformance,loanPerformNum,loanDateOpened,appAge,appChkSv,appFinanceCo,appIncome,appMaritalStatus,appOcc,appResidence,appOrigScore,appTimeAddress,cb90Ever,cbFICO,cbInq5Mos,cbMosAvg,cbMosDlq,cbMosInq,cbPctGood,cbTimeFile,cbTimeFileYears,cbUtilizn,dealLoanToVal,dealPctDown,dealNewUsed,sampwt,target
AL120245697-04548,Paid as agreed,7,2006-12-16 Sat,27,Chk & Sv,National,"1,627.00",SI,o,Owns Home,198,4,1,601,3,1,2,0,71,86,7,17,92.2,7.8,New,28.341,1
AL120245705-06207,Paid as agreed,7,2006-10-20 Fri,26,Chk & Sv,Unsecured,"3,833.00",LT,y,Renting,186,9,0,575,9,,7,0,67,74,6,91,94.9,5.1,Used,24.846,1
AL120245737-04690,Paid as agreed,7,2007-04-15 Sun,23,Chk & Sv,Unsecured,"1,800.00",M,k,Parents,202,0,0,642,5,5,31,0,63,73,6,81,91.1,8.9,New,28.341,1
AL120245759-06398,Paid as agreed,7,2006-07-03 Mon,80,Chk & Sv,National,"1,250.00",SI,r,Owns Home,197,18,0,636,6,,,0,100,210,17,66,94.5,5.5,Used,49.9,1
AL120245789-08302,Delq 3+ cycles,4,2007-04-09 Mon,39,Chk & Sv,National,"3,045.00",SI,r,Renting,184,3,1,548,11,7,3,0,71,100,8,88,99.5,0.5,Used,1.007,0
AL120245892-08557,Charged-off,3,2007-01-21 Sun,19,Chk & Sv,National,"1,151.00",LT,r,Sublease,196,1,0,,5,14,,0,,0,0,,81.7,18.3,Used,1.007,0
AL120245968-04823,Paid as agreed,7,2006-12-27 Wed,68,None,Unknown,"1,324.00",LT,g,Renting,174,1,2,540,0,7,1,7,50,90,7,129,83.5,16.5,New,36.962,1
AL120246204-04185,Paid as agreed,7,2007-04-05 Thu,36,Chk & Sv,Unsecured,"1,958.00",M,,Renting,230,12,0,743,4,,,0,89,142,11,14,84.1,15.9,New,28.341,1
AL120246242-07276,Charged-off,3,2006-09-12 Tue,34,Chk & Sv,Home Equity,"2,500.00",M,w,Owns Home,178,8,0,576,6,,8,0,89,59,4,39,80.2,19.8,New,1.007,0
AL120246280-06957,Delq 3+ cycles,4,2007-02-17 Sat,37,Chk & Sv,National,"2,459.00",M,y,Renting,164,0,5,539,5,,2,0,25,71,5,77,88.7,11.3,New,11.078,0
AL120246330-07745,Charged-off,3,2006-07-28 Fri,36,Chk & Sv,National,"1,625.00",M,g,Sublease,167,14,0,558,4,,1,0,40,144,12,57,91.7,8.3,New,3.351,0
AL120246597-08529,Charged-off,3,2007-04-16 Mon,22,Checking,National,"1,100.00",LT,b,Renting,187,12,1,591,9,16,20,0,50,27,2,,92.6,7.4,Used,27.986,0
AL120246780-06120,Paid as agreed,7,2007-04-06 Fri,27,Checking,Unknown,"2,200.00",DI,h,Owns Home,208,2,0,678,2,,,0,100,40,3,33,57.2,42.8,Used,28.341,1
AL120246874-08502,Delq 3+ cycles,4,2006-10-09 Mon,20,None,Unsecured,"1,505.00",SP,g,Parents,155,20,1,497,6,6,2,0,67,23,1,,85.8,14.2,Used,1.007,0
AL120246991-05707,Paid as agreed,7,2007-06-19 Tue,25,Checking,National,"2,083.00",M,p,Renting,203,1,0,673,0,,,,100,38,3,46,84.7,15.3,Used,28.341,1
AL120247006-08438,Delq 3+ cycles,4,2007-06-25 Mon,22,Checking,Unknown,600,M,s,Renting,183,0,0,,2,,,0,,0,0,,82.5,17.5,Used,7.032,0
AL120247037-05391,Paid as agreed,7,2007-02-03 Sat,35,Checking,National,"2,184.00",M,b,Renting,154,0,1,483,3,2,1,0,57,23,1,74,86.5,13.5,New,41.333,1
AL120247150-07113,Charged-off,3,2006-08-06 Sun,26,Checking,National,"3,083.00",M,r,Owns Home,198,3,0,630,11,21,,0,100,81,6,87,91.2,8.8,New,1.007,0
AL120247170-05874,Paid as agreed,7,2006-07-06 Thu,31,None,Unsecured,"2,842.00",DI,g,Renting,207,2,0,700,2,9,41,0,71,80,6,26,89.7,10.3,Used,44.576,1
AL120247245-05212,Paid as agreed,7,2006-11-06 Mon,41,Chk & Sv,Unknown,"3,000.00",M,r,Owns Home,219,2,0,715,2,,65,0,80,121,10,1,92.8,7.2,New,28.341,1
AL120247250-06637,Delq 3+ cycles,4,2007-01-16 Tue,21,Checking,Home Equity,"2,000.00",M,b,Parents,203,21,0,661,3,,,0,100,9,0,,83.9,16.1,New,1.007,0
AL120247278-05070,Paid as agreed,7,2006-07-28 Fri,28,Chk & Sv,Home Equity,"4,100.00",M,w,Renting,197,0,0,603,14,2,,0,89,48,4,30,91.6,8.4,New,47.35,1
AL120247317-05455,Paid as agreed,7,2006-10-07 Sat,41,Chk & Sv,Unknown,"33,500.00",M,g,Owns Home,185,3,4,579,6,1,1,0,67,160,13,58,93.3,6.7,New,44.477,1
AL120247320-05308,Paid as agreed,7,2007-03-24 Sat,47,Checking,National,"2,500.00",M,r,Owns Home,232,0,0,745,1,3,,0,100,38,3,0,89.7,10.3,New,28.341,1
AL120247471-07905,Delq 3+ cycles,4,2007-01-13 Sat,24,Savings,National,850,M,y,Renting,204,1,0,669,1,1,17,0,80,53,4,32,93.7,6.3,New,0.483,0
AL120247530-08628,Delq 3+ cycles,4,2007-02-01 Thu,26,Chk & Sv,National,"2,000.00",SI,u,Renting,192,4,0,697,4,,25,0,80,79,6,26,78.4,21.6,Used,1.125,0
AL120247560-08418,Delq 3+ cycles,4,2007-02-22 Thu,29,Savings,National,"1,400.00",DI,b,Renting,205,1,1,647,9,,69,0,75,117,9,119,65,35,Used,4.607,0
AL120247655-05366,Paid as agreed,7,2006-10-08 Sun,26,Checking,National,"1,800.00",M,g,Sublease,210,0,0,690,6,16,18,0,84,79,6,5,89.9,10.1,New,28.341,1
AL120247670-06245,Paid as agreed,7,2006-07-16 Sun,23,Checking,Unsecured,"1,323.00",SP,f,Renting,192,1,0,647,7,,,1,100,18,1,49,77.5,22.5,Used,28.341,1
AL120247676-06931,Charged-off,3,2006-07-21 Fri,20,None,National,800,M,s,Parents,183,8,2,566,4,,0,0,25,62,5,36,84.8,15.2,New,1.007,0
AL120247892-07649,Charged-off,3,2006-12-22 Fri,20,Chk & Sv,National,"2,250.00",M,g,Owns Home,203,1,0,639,12,,,0,100,10,0,,87.7,12.3,New,1.007,0
AL120247972-05813,Paid as agreed,7,2006-09-04 Mon,26,Savings,Unsecured,"1,400.00",SI,k,Unknown,205,0,0,640,1,34,2,0,50,94,7,,53,47,Used,28.341,1
AL120247986-04713,Paid as agreed,7,2007-02-06 Tue,41,Chk & Sv,National,"4,667.00",SI,y,Owns Home,199,1,0,642,3,,29,0,90,220,18,86,74.9,25.1,New,28.341,1
AL120248001-08877,Charged-off,3,2007-06-19 Tue,27,Checking,National,"2,640.00",LT,b,Owns Home,178,5,10,548,2,1,1,0,25,74,6,96,92.5,7.5,Used,14.655,0
AL120248062-08278,Charged-off,3,2007-06-15 Fri,20,Checking,National,"1,120.00",SI,s,Parents,199,2,0,605,10,57,,0,100,9,0,61,82.3,17.7,Used,1.007,0
AL120248285-08620,Charged-off,3,2006-11-16 Thu,27,None,Unsecured,"3,100.00",DI,w,Renting,178,4,0,,3,,,0,100,51,4,,78.3,21.7,Used,22.809,0
AL120248302-08104,Charged-off,3,2007-02-01 Thu,42,Chk & Sv,National,"2,833.00",SI,b,Renting,196,3,1,636,3,1,68,1,96,153,12,76,79,21,Used,1.007,0
AL120248304-06710,Delq 3+ cycles,4,2006-11-09 Thu,26,Checking,Home Equity,"6,633.00",M,b,Renting,200,0,0,,2,11,,0,,0,0,,97.1,2.9,New,2.613,0
AL120248342-04222,Paid as agreed,7,2006-08-11 Fri,38,Chk & Sv,Unsecured,"3,965.00",M,p,Owns Home,206,1,1,671,3,,42,0,93,187,15,30,91.7,8.3,New,28.341,1
AL120248351-06078,Paid as agreed,7,2006-08-05 Sat,34,Chk & Sv,Home Equity,"2,000.00",SP,f,Renting,202,0,0,648,10,,35,0,91,123,10,76,100,0,Used,28.341,1
AL120248390-07863,Charged-off,3,2007-05-28 Mon,25,Checking,Home Equity,"1,700.00",DI,b,Renting,204,0,0,670,4,,31,0,86,61,5,51,111.1,-11.1,New,0.517,0
AL120248438-06787,Delq 3+ cycles,4,2007-01-11 Thu,24,Checking,Unsecured,"4,800.00",M,p,Owns Home,201,1,0,656,1,,,0,100,24,2,,85.8,14.2,New,1.007,0
AL120248517-04483,Paid as agreed,7,2006-10-28 Sat,19,Chk & Sv,Home Equity,"1,000.00",M,e,Parents,219,0,0,724,0,,,,100,14,1,,79.6,20.4,New,28.341,1
AL120248576-05924,Paid as agreed,7,2006-10-13 Fri,39,Chk & Sv,National,"5,000.00",DI,o,Renting,181,0,1,609,4,21,20,0,83,186,15,61,80.1,19.9,Used,48.616,1
AL120248583-07888,Delq 3+ cycles,4,2007-02-22 Thu,21,Checking,National,"1,700.00",LT,g,Renting,187,0,0,625,9,,11,0,83,28,2,33,91.1,8.9,New,9.209,0
AL120248590-04628,Paid as agreed,7,2007-04-02 Mon,35,Chk & Sv,National,"3,646.00",M,y,Owns Home,233,3,0,733,1,2,,4,100,151,12,26,87.9,12.1,New,28.341,1
AL120248704-06445,Paid as agreed,7,2006-12-22 Fri,27,Savings,National,"1,500.00",M,f,Renting,165,1,1,501,8,,1,0,75,99,8,81,85.8,14.2,Used,16.615,1
AL120248778-04372,Paid as agreed,7,2006-12-15 Fri,27,Chk & Sv,Home Equity,"2,791.00",M,g,Renting,182,2,0,557,4,,,0,92,40,3,91,94.7,5.3,New,28.341,1
AL120248855-07109,Delq 3+ cycles,4,2007-04-08 Sun,24,Chk & Sv,National,"3,425.00",WD,f,Owns Home,179,0,0,599,19,,3,0,82,72,6,85,91.8,8.2,New,10.873,0
AL120248981-05820,Paid as agreed,7,2007-02-08 Thu,34,Checking,National,"3,200.00",SP,e,Owns Home,199,2,0,649,2,,5,0,89,47,3,38,86.1,13.9,Used,28.341,1
AL120249286-07922,Charged-off,3,2006-09-01 Fri,66,Chk & Sv,Home Equity,"2,056.00",SI,w,Renting,236,2,0,777,1,,,0,100,242,20,3,86.2,13.8,New,0.119,0
AL120249498-08170,Delq 3+ cycles,4,2007-06-16 Sat,,Chk & Sv,National,"1,980.00",M,w,Owns Home,198,13,0,611,4,,5,0,85,120,10,95,75.1,24.9,Used,1.007,0
AL120249504-07544,Delq 3+ cycles,4,2007-04-27 Fri,44,Checking,Unsecured,"1,400.00",M,p,Owns Home,214,8,0,692,3,,,0,100,72,6,80,97.6,2.4,New,1.18,0
AL120249562-04544,Paid as agreed,7,2007-03-04 Sun,37,Checking,Home Equity,"1,667.00",M,k,Parents,184,7,1,581,6,3,1,0,69,121,10,0,86.2,13.8,New,48.286,1
AL120249611-06469,Paid as agreed,7,2007-01-18 Thu,45,Savings,Home Equity,"1,646.00",SI,w,Parents,190,4,0,602,3,1,,0,100,143,11,95,90.2,9.8,Used,41.139,1
AL120249637-08440,Delq 3+ cycles,4,2006-09-19 Tue,21,Chk & Sv,Home Equity,"1,380.00",SI,w,Parents,165,11,0,552,7,,,0,75,20,1,101,91.2,8.8,Used,1.007,0
AL120250000-04842,Paid as agreed,7,2007-01-08 Mon,30,Chk & Sv,Unsecured,"4,000.00",M,g,Owns Home,226,6,0,736,0,,,,100,112,9,47,83.3,16.7,New,28.341,1
AL120250017-07845,Delq 3+ cycles,4,2007-03-11 Sun,23,None,Unknown,"1,053.00",WD,b,Parents,186,14,0,,6,34,,0,,7,0,,100,0,New,10.661,0
AL120250121-06009,Paid as agreed,7,2006-07-28 Fri,42,Chk & Sv,National,"2,250.00",DI,w,Owns Home,208,17,0,678,3,25,26,1,97,193,16,31,94.9,5.1,Used,49.525,1
AL120250194-05919,Paid as agreed,7,2007-03-05 Mon,54,Chk & Sv,Retail,"2,600.00",LT,f,Owns Home,215,0,0,738,9,,,0,100,145,12,5,96.1,3.9,Used,49.393,1
AL120250460-04860,Paid as agreed,7,2006-11-19 Sun,20,Chk & Sv,Home Equity,"2,917.00",WD,g,Owns Home,202,2,0,652,18,1,,0,100,28,2,90,97.1,2.9,New,28.341,1
AL120250618-07747,Delq 3+ cycles,4,2006-12-14 Thu,24,Chk & Sv,National,"1,900.00",M,w,Renting,160,2,3,511,9,,2,0,29,152,12,66,83.5,16.5,New,16.12,0
AL120250620-04060,Paid as agreed,7,2007-06-23 Sat,32,Chk & Sv,National,"1,516.00",M,f,Parents,194,0,0,629,9,11,1,0,80,73,6,68,76.9,23.1,New,28.341,1
AL120250688-08219,Delq 3+ cycles,4,2006-12-22 Fri,35,Savings,Unknown,"2,432.00",SI,y,Sublease,182,2,7,536,7,0,2,1,13,65,5,52,89.2,10.8,Used,5.91,0
AL120250761-05167,Paid as agreed,7,2006-09-03 Sun,28,Chk & Sv,National,"1,700.00",M,g,Renting,225,0,0,730,4,10,,0,100,27,2,0,84.4,15.6,New,28.341,1
AL120250780-05379,Paid as agreed,7,2006-12-15 Fri,66,Chk & Sv,National,"2,300.00",M,g,Owns Home,238,17,0,751,3,1,,0,100,141,11,,70.6,29.4,New,28.341,1
AL120250785-08838,Delq 3+ cycles,4,2006-12-04 Mon,27,None,National,"2,167.00",DI,p,Renting,193,2,4,600,2,4,2,0,18,96,8,18,100,0,Used,13.49,0
AL120250887-06514,Charged-off,3,2006-09-23 Sat,28,Checking,National,"2,760.00",SI,,Renting,206,2,1,660,4,57,16,0,40,124,10,,89.9,10.1,New,1.007,0
AL120251044-06260,Paid as agreed,7,2006-08-12 Sat,22,None,Unsecured,"4,300.00",DI,y,Owns Home,201,0,0,637,8,51,,0,100,54,4,84,80.6,19.4,Used,28.341,1
AL120251161-06285,Paid as agreed,7,2006-07-26 Wed,55,Chk & Sv,National,"2,233.00",SI,b,Owns Home,169,26,1,567,7,,2,0,90,308,25,75,95.2,4.8,Used,28.341,1
AL120251511-04456,Paid as agreed,7,2007-01-16 Tue,,Chk & Sv,Unsecured,"4,700.00",M,y,Renting,177,2,3,587,2,2,6,0,42,126,10,68,81.7,18.3,New,49.055,1
AL120251529-08711,Delq 3+ cycles,4,2007-04-23 Mon,40,Chk & Sv,National,"1,500.00",SI,g,Owns Home,188,14,0,582,8,,,0,50,43,3,92,90.9,9.1,Used,1.007,0
AL120251662-04476,Paid as agreed,7,2006-08-04 Fri,31,Chk & Sv,National,"1,900.00",M,y,Owns Home,202,4,0,671,5,2,,0,88,74,6,70,82.9,17.1,New,28.341,1
AL120251686-07975,Delq 3+ cycles,4,2006-11-04 Sat,24,Checking,Unsecured,"1,300.00",SI,f,Renting,191,2,0,586,9,,14,0,0,67,5,,88,12,Used,1.007,0
AL120251988-07449,Delq 3+ cycles,4,2006-07-08 Sat,48,Chk & Sv,Unsecured,"2,750.00",M,k,Renting,202,3,2,678,1,,7,0,67,135,11,0,102.1,-2.1,New,1.129,0
AL120252019-07251,Delq 3+ cycles,4,2007-01-03 Wed,24,Chk & Sv,National,"1,800.00",M,b,Renting,190,24,0,,5,,,0,,21,1,,84.3,15.7,New,1.007,0
AL120252269-07517,Charged-off,3,2007-05-18 Fri,21,Chk & Sv,National,568,M,f,Parents,177,21,3,541,3,11,1,0,20,28,2,63,89.7,10.3,New,17.911,0
AL120252325-06022,Paid as agreed,7,2007-04-14 Sat,30,Chk & Sv,National,"110,000.00",SI,f,Renting,211,0,0,682,4,,27,0,87,119,9,38,92.5,7.5,Used,48.864,1
AL120252426-04269,Paid as agreed,7,2006-08-27 Sun,36,Checking,Unknown,"1,832.00",DI,b,Owns Home,201,1,0,,1,,,0,,52,4,,78.3,21.7,New,49.349,1
AL120252445-08306,Delq 3+ cycles,4,2007-05-14 Mon,19,Savings,Home Equity,965,LT,u,Parents,199,19,0,624,9,,,0,100,12,1,97,67.3,32.7,Used,10.877,0
AL120252502-08967,Delq 3+ cycles,4,2006-10-08 Sun,,Chk & Sv,Home Equity,"6,183.00",DI,g,Owns Home,173,2,2,553,10,5,1,0,46,232,19,53,89.1,10.9,Used,8.573,0
AL120252536-04044,Paid as agreed,7,2006-07-25 Tue,38,Chk & Sv,National,"1,600.00",LT,h,Owns Home,210,0,0,684,5,,,0,100,133,11,78,75.7,24.3,New,28.341,1
AL120252541-06161,Paid as agreed,7,2007-02-23 Fri,19,Chk & Sv,National,"6,760.00",SI,g,Parents,203,19,0,677,5,,,0,100,13,1,67,64.4,35.6,Used,49.476,1
AL120252569-08968,Charged-off,3,2006-07-28 Fri,27,None,National,"1,708.00",SI,f,Renting,211,2,2,655,11,7,26,0,33,61,5,,84.1,15.9,Used,16.385,0
AL120252611-05668,Paid as agreed,7,2007-01-01 Mon,43,Chk & Sv,National,"2,025.00",LT,g,Owns Home,226,4,0,711,3,,,0,100,65,5,42,77.9,22.1,Used,28.341,1
AL120252649-05404,Paid as agreed,7,2007-01-03 Wed,30,Checking,National,"1,584.00",M,g,Renting,171,2,3,592,1,2,1,0,36,81,6,18,74.8,25.2,New,49.107,1
AL120252772-08347,Delq 3+ cycles,4,2007-04-09 Mon,22,Chk & Sv,National,"1,860.00",LT,f,Owns Home,190,5,0,606,7,2,,0,100,35,2,70,88.2,11.8,Used,1.765,0
AL120252943-07978,Delq 3+ cycles,4,2006-09-17 Sun,40,Chk & Sv,Unknown,"1,387.00",DI,y,Owns Home,191,4,0,641,4,,,0,100,79,6,99,58.6,41.4,Used,2.288,0
AL120252981-04189,Paid as agreed,7,2006-10-03 Tue,55,Chk & Sv,Unsecured,"3,333.00",M,y,Owns Home,213,20,0,706,2,,19,0,90,161,13,46,87.3,12.7,New,50.12,1
AL120253136-06831,Delq 3+ cycles,4,2006-11-19 Sun,18,Chk & Sv,Unsecured,"1,080.00",DI,f,Renting,194,0,0,652,4,,,0,100,12,1,,91.4,8.6,New,1.007,0
AL120253140-08179,Delq 3+ cycles,4,2006-08-12 Sat,40,Chk & Sv,Unsecured,"1,200.00",SI,y,Owns Home,210,10,0,679,1,43,,1,100,13,1,,81.8,18.2,Used,1.18,0
AL120253189-05921,Paid as agreed,7,2006-12-02 Sat,21,Checking,National,"1,500.00",LT,f,Renting,207,2,0,662,2,2,,0,100,30,2,,92.6,7.4,Used,41.807,1
AL120253285-07621,Charged-off,3,2007-02-24 Sat,51,Checking,Home Equity,"2,833.00",M,b,Owns Home,196,10,1,626,12,47,19,0,58,192,16,80,96.2,3.8,New,7.004,0
AL120253525-08582,Delq 3+ cycles,4,2007-06-07 Thu,20,Checking,Unsecured,"1,400.00",DI,b,Parents,168,20,1,542,4,,2,0,0,24,2,,76,24,Used,26.058,0
AL120253566-05480,Paid as agreed,7,2006-10-01 Sun,30,Savings,Unsecured,"2,167.00",M,b,Owns Home,183,3,0,,1,,,0,,0,0,,68.5,31.5,New,49.299,1
AL120253685-08147,Charged-off,3,2006-11-10 Fri,27,Savings,Unknown,"23,644.00",SP,p,Owns Home,176,10,6,545,3,2,2,0,14,88,7,,80.4,19.6,Used,1.007,0
AL120253816-06602,Delq 3+ cycles,4,2007-03-02 Fri,23,Chk & Sv,Unsecured,"1,400.00",M,r,Parents,181,14,3,586,10,1,1,0,20,66,5,,86.6,13.4,New,1.007,0
AL120254089-04989,Paid as agreed,7,2007-01-22 Mon,40,Chk & Sv,Home Equity,727,M,r,Owns Home,239,15,0,753,1,,44,0,83,204,17,23,67.8,32.2,New,28.341,1
AL120254145-07525,Delq 3+ cycles,4,2007-04-23 Mon,20,Chk & Sv,National,"1,696.00",DI,f,Renting,198,0,0,627,12,2,,0,100,15,1,96,81.9,18.1,New,1.007,0
AL120254210-05056,Paid as agreed,7,2007-02-09 Fri,19,Chk & Sv,Unknown,742,M,u,Parents,178,8,0,,3,,,0,,0,0,,83.9,16.1,New,45.275,1
AL120254350-07674,Delq 3+ cycles,4,2006-12-14 Thu,30,Checking,Unsecured,"3,302.00",M,k,Renting,176,0,1,560,16,19,2,0,67,88,7,77,93.2,6.8,New,1.007,0
AL120254459-04715,Paid as agreed,7,2006-10-20 Fri,37,Checking,National,"4,100.00",M,y,Owns Home,224,2,0,715,3,,40,0,93,209,17,9,69.8,30.2,New,28.341,1
AL120254608-08446,Delq 3+ cycles,4,2006-09-07 Thu,69,Savings,Home Equity,"1,200.00",SI,e,Owns Home,205,18,0,698,2,11,,0,100,118,9,80,94.6,5.4,Used,1.885,0
AL120254636-06708,Charged-off,3,2006-08-20 Sun,34,None,National,"2,900.00",M,p,Unknown,199,34,1,610,13,2,60,0,86,31,2,,92.2,7.8,New,1.007,0
AL120254679-05370,Paid as agreed,7,2006-08-23 Wed,58,Chk & Sv,National,"1,500.00",DI,w,Owns Home,232,20,0,769,2,,,0,100,234,19,22,69.9,30.1,New,28.341,1
AL120254693-04666,Paid as agreed,7,2007-05-25 Fri,23,Checking,National,"1,000.00",M,w,Parents,190,20,0,595,1,,,1,80,32,2,92,87.5,12.5,New,45.863,1
AL120254714-04910,Paid as agreed,7,2006-10-03 Tue,26,Chk & Sv,National,"3,000.00",M,b,Renting,204,1,1,671,1,,5,1,87,76,6,5,55.2,44.8,New,28.341,1
AL120254817-06386,Paid as agreed,7,2006-08-03 Thu,32,None,Unsecured,"1,300.00",SI,k,Owns Home,184,4,1,600,3,5,16,0,0,37,3,,85.7,14.3,Used,21.83,1
AL120254857-05791,Paid as agreed,7,2006-12-16 Sat,25,Checking,National,"6,000.00",SI,w,Owns Home,171,1,0,543,4,,1,0,50,61,5,,73.2,26.8,Used,42.64,1
AL120254888-06671,Charged-off,3,2006-07-26 Wed,25,Savings,Unknown,"1,320.00",M,g,Renting,191,8,2,613,16,,18,0,60,56,4,104,88.3,11.7,New,1.007,0
AL120254947-04208,Paid as agreed,7,2007-06-18 Mon,31,None,Home Equity,"1,430.00",M,e,Renting,200,0,0,633,0,60,2,6,60,48,4,,89.1,10.9,New,47.547,1
AL120255032-04212,Paid as agreed,7,2007-05-04 Fri,25,Savings,Unsecured,"1,000.00",M,o,Sublease,165,5,2,522,10,23,0,0,0,49,4,,81.9,18.1,New,28.341,1
AL120255038-08617,Delq 3+ cycles,4,2006-10-18 Wed,26,Chk & Sv,Unsecured,"3,833.00",SI,y,Renting,173,9,0,575,9,50,7,0,67,74,6,91,94.9,5.1,Used,34.334,0
AL120255333-07054,Delq 3+ cycles,4,2007-03-13 Tue,31,Chk & Sv,Unsecured,"1,988.00",DI,o,Owns Home,182,10,1,623,2,,41,0,43,69,5,,89.8,10.2,New,9.76,0
AL120255434-06998,Delq 3+ cycles,4,2006-07-03 Mon,30,Chk & Sv,National,"6,500.00",M,w,Owns Home,235,5,0,772,3,,,0,100,127,10,0,90.2,9.8,New,0.755,0
AL120255616-06190,Paid as agreed,7,2007-03-08 Thu,32,Chk & Sv,Unsecured,"2,833.00",DI,y,Owns Home,202,8,0,676,10,,,0,50,80,6,,93.6,6.4,Used,43.588,1
AL120255635-04681,Paid as agreed,7,2007-02-11 Sun,39,Chk & Sv,Unsecured,"13,200.00",M,y,Owns Home,222,3,0,715,4,4,,0,100,214,17,29,76.8,23.2,New,28.341,1
AL120255688-07077,Delq 3+ cycles,4,2006-11-22 Wed,33,Chk & Sv,National,"1,792.00",M,w,Renting,237,1,0,732,4,44,,0,100,54,4,15,100,0,New,1.375,0
AL120255740-08745,Delq 3+ cycles,4,2006-07-08 Sat,25,Checking,National,"1,214.00",DI,r,Parents,210,8,0,,5,,,0,,21,1,,84.1,15.9,Used,4.284,0
AL120255776-07535,Charged-off,3,2006-07-14 Fri,25,Chk & Sv,National,"1,600.00",M,f,Renting,222,1,0,673,3,1,,0,88,79,6,48,93.1,6.9,New,1.007,0
AL120256053-05573,Paid as agreed,7,2006-11-12 Sun,19,Savings,National,791,M,y,Parents,176,11,0,582,30,2,,0,100,54,4,109,88.6,11.4,New,31.619,1
AL120256078-08044,Charged-off,3,2007-05-25 Fri,51,Chk & Sv,Unknown,"1,800.00",LT,p,Renting,187,1,1,608,4,9,15,0,67,31,2,103,71.7,28.3,Used,1.007,0
AL120256119-05618,Paid as agreed,7,2006-11-05 Sun,53,Checking,Home Equity,"3,166.00",SP,p,Owns Home,216,30,0,728,2,,,1,100,323,26,18,85,15,Used,28.341,1
AL120256199-05551,Paid as agreed,7,2007-01-12 Fri,25,Chk & Sv,Unknown,"1,664.00",M,w,Owns Home,195,0,0,652,5,14,3,0,75,50,4,23,93.2,6.8,New,48.932,1
AL120256238-04537,Paid as agreed,7,2006-12-20 Wed,,Chk & Sv,Home Equity,"3,200.00",M,p,Renting,229,0,0,746,2,69,,0,100,100,8,37,64,36,New,28.341,1
AL120256502-05055,Paid as agreed,7,2007-04-07 Sat,19,Chk & Sv,National,"1,200.00",M,b,Parents,205,16,0,649,4,2,,0,100,17,1,,77.4,22.6,New,48.856,1
AL120256597-08960,Delq 3+ cycles,4,2007-02-20 Tue,22,None,Home Equity,"3,293.00",LT,g,Owns Home,195,2,0,640,6,1,2,0,33,152,12,58,86.2,13.8,Used,2.633,0
AL120256609-04253,Paid as agreed,7,2006-10-09 Mon,24,Checking,Unsecured,"1,500.00",M,p,Owns Home,187,14,1,605,2,,2,1,57,235,19,100,29.9,70.1,New,28.341,1
AL120256729-04893,Paid as agreed,7,2006-10-21 Sat,30,Chk & Sv,National,"1,191.00",M,r,Renting,212,0,0,728,3,4,,0,100,59,4,5,58.3,41.7,New,28.341,1
AL120256879-05538,Paid as agreed,7,2006-07-20 Thu,27,Chk & Sv,National,"1,300.00",M,h,Parents,191,15,0,628,12,6,,0,100,18,1,95,86.7,13.3,New,42.868,1
AL120256888-05249,Paid as agreed,7,2007-05-21 Mon,39,Chk & Sv,Home Equity,"4,150.00",M,b,Owns Home,203,14,0,635,6,1,,0,100,98,8,69,90.2,9.8,New,28.341,1
AL120256923-05535,Paid as agreed,7,2006-07-17 Mon,66,Checking,National,"3,150.00",M,y,Owns Home,194,6,0,629,10,2,,0,100,32,2,100,95.7,4.3,New,46.326,1
AL120257063-08906,Charged-off,3,2007-05-19 Sat,26,Chk & Sv,National,"1,400.00",LT,w,Renting,190,0,0,587,16,,2,0,0,88,7,80,85.7,14.3,Used,22.26,0
AL120257089-07804,Charged-off,3,2006-12-23 Sat,30,Chk & Sv,Home Equity,"1,955.00",WD,g,Renting,217,4,0,719,1,12,,5,100,114,9,49,80.3,19.7,New,0.19,0
AL120257234-05739,Paid as agreed,7,2006-07-06 Thu,39,Chk & Sv,National,"4,167.00",SI,e,Owns Home,217,2,0,698,4,,,0,100,214,17,64,59.8,40.2,Used,28.341,1
AL120257270-08588,Charged-off,3,2007-03-07 Wed,21,Savings,Home Equity,"1,000.00",SI,g,Sublease,195,21,0,591,8,7,,0,100,28,2,,89.2,10.8,Used,33.206,0
AL120257346-06125,Paid as agreed,7,2006-12-03 Sun,52,Checking,National,"2,000.00",SI,r,Owns Home,219,50,0,676,1,30,1,0,93,254,21,12,92.9,7.1,Used,28.341,1
AL120257368-07438,Charged-off,3,2007-04-14 Sat,23,Chk & Sv,Home Equity,"1,100.00",M,w,Parents,207,18,0,690,4,3,,0,100,48,4,31,85.8,14.2,New,0.522,0
AL120257714-08434,Delq 3+ cycles,4,2006-07-22 Sat,22,Chk & Sv,National,"2,300.00",LT,y,Owns Home,185,22,0,612,13,,,0,100,29,2,97,89.3,10.7,Used,1.007,0
AL120257715-04291,Paid as agreed,7,2007-01-27 Sat,24,Chk & Sv,National,"2,000.00",M,p,Renting,219,0,0,681,3,1,15,0,86,40,3,16,90.1,9.9,New,28.341,1
AL120257843-04981,Paid as agreed,7,2007-06-06 Wed,47,Checking,Unsecured,"4,000.00",M,b,Owns Home,185,47,2,570,3,7,1,0,56,101,8,123,74.3,25.7,New,47.766,1
